Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Segment,Days since last purchase
32,Male,High,Divorced,High School,Middle,Office Supplies,162.24,7,In-Store,5,3,1.0,,Very Sensitive,2,6,Low,Smartphone,PayPal,False,False,Wants-based,Express,7,other,223
37,Female,High,Divorced,Bachelor's,High,Arts & Crafts,92.97,6,In-Store,5,5,0.0,Medium,Very Sensitive,0,7,Low,Desktop,Other,False,True,Impulsive,Standard,7,other,158
41,Male,Middle,Widowed,High School,Middle,Food & Beverages,144.39,12,In-Store,5,3,2.0,High,Very Sensitive,0,4,Low,Desktop,Cash,True,True,Impulsive,Standard,12,other,345
37,Female,High,Single,High School,High,Books,253.37,12,In-Store,2,5,0.0,,Very Sensitive,0,9,Low,Tablet,Credit Card,False,True,Planned,Express,6,Can't lose,379
43,Male,Middle,Widowed,High School,High,Animal Feed,209.62,12,Mixed,1,2,1.0,Medium,Very Sensitive,0,7,Medium,Tablet,Other,True,False,Planned,Standard,9,other,222
49,Male,High,Single,High School,Middle,Baby Products,411.62,6,Mixed,2,1,0.0,Medium,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,True,False,Wants-based,Express,12,other,229
27,Female,High,Single,Bachelor's,High,Food & Beverages,388.01,2,Online,1,5,1.0,High,Very Sensitive,1,2,,Tablet,PayPal,False,True,Wants-based,Standard,10,other,184
41,Male,Middle,Widowed,High School,High,Health Care,50.78,6,Online,5,1,1.0,Low,Somewhat Sensitive,1,8,,Tablet,Debit Card,False,True,Need-based,Standard,9,other,496
33,Male,High,Divorced,Bachelor's,Middle,Packages),159.82,2,In-Store,2,1,1.0,High,Very Sensitive,2,8,Medium,Tablet,Cash,True,True,Planned,No Preference,10,other,164
46,Male,Middle,Divorced,Master's,Middle,Travel & Leisure (Flights,79.43,3,In-Store,1,5,0.0,Medium,Somewhat Sensitive,2,7,,Smartphone,PayPal,False,False,Wants-based,No Preference,6,other,493
42,Female,Middle,Married,Bachelor's,Middle,Travel & Leisure (Flights,131.36,4,In-Store,4,4,2.0,,Somewhat Sensitive,1,6,High,Smartphone,Debit Card,False,False,Wants-based,Express,3,other,182
27,Male,Middle,Widowed,High School,Middle,Beauty & Personal Care,299.75,12,Mixed,2,5,0.3,Low,Very Sensitive,0,4,Low,Desktop,Credit Card,False,True,Need-based,No Preference,7,Solid customer,321
29,Male,High,Divorced,Bachelor's,Middle,Animal Feed,319.38,9,In-Store,4,1,0.0,Low,Not Sensitive,1,6,High,Tablet,PayPal,True,True,Need-based,No Preference,8,other,188
38,Male,High,Single,Master's,Middle,Electronics,476.48,8,Online,5,2,1.0,,Somewhat Sensitive,2,10,High,Desktop,PayPal,False,True,Impulsive,Express,3,Solid customer,320
21,Male,Middle,Widowed,Bachelor's,Middle,Gardening & Outdoors,301.01,9,Mixed,2,1,2.0,High,Not Sensitive,2,8,Medium,Smartphone,Other,False,True,Need-based,Express,13,other,272
18,Male,Middle,Single,Bachelor's,Middle,Electronics,378.71,5,Online,4,1,2.0,Medium,Somewhat Sensitive,2,5,,Desktop,Other,True,True,Planned,Express,14,Regular,265
44,other,Middle,Single,Bachelor's,Middle,Mobile Accessories,314.32,6,Online,1,4,2.0,High,Very Sensitive,2,5,Low,Smartphone,Credit Card,True,False,Impulsive,Standard,7,At risk,432
22,Male,Middle,Married,High School,High,Office Supplies,210.9,12,In-Store,2,1,2.0,,Somewhat Sensitive,1,1,,Tablet,Debit Card,False,False,Impulsive,Standard,12,other,278
18,Female,Middle,Divorced,High School,High,Food & Beverages,218.26,4,Mixed,3,1,2.0,Low,Very Sensitive,0,8,High,Smartphone,Debit Card,False,False,Wants-based,Standard,12,other,450
24,Female,Middle,Widowed,Master's,Middle,Animal Feed,424.18,5,Mixed,4,4,1.0,,Not Sensitive,2,4,Medium,Smartphone,Debit Card,False,True,Need-based,Express,5,other,463
28,Male,High,Divorced,High School,Middle,Luxury Goods,430.75,11,Online,1,3,1.0,Low,Somewhat Sensitive,0,8,High,Tablet,Credit Card,True,False,Planned,No Preference,6,Solid customer,332
24,Male,High,Single,Bachelor's,Middle,Mobile Accessories,162.95,11,In-Store,1,2,2.0,High,Very Sensitive,1,8,Low,Desktop,Cash,False,True,Impulsive,Express,14,other,305
40,Female,Middle,Married,Master's,High,Health Supplements,209.68,2,Online,3,1,1.0,,Not Sensitive,0,1,Medium,Smartphone,Other,False,True,Impulsive,Express,8,other,326
50,Male,High,Widowed,Bachelor's,Middle,Beauty & Personal Care,97.97,2,In-Store,5,5,1.0,Low,Somewhat Sensitive,0,10,,Desktop,Credit Card,True,False,Planned,No Preference,1,other,231
49,Male,Middle,Widowed,Master's,High,Books,192.51,9,Mixed,2,5,2.0,Medium,Very Sensitive,0,2,Medium,Smartphone,Credit Card,True,False,Need-based,Standard,9,Regular,272
35,Male,Middle,Widowed,Master's,Middle,Electronics,151.81,8,Online,3,4,0.0,Medium,Not Sensitive,1,10,,Tablet,Debit Card,False,False,Planned,No Preference,1,At risk,495
25,Female,High,Married,High School,Middle,Furniture,239.28,8,Online,1,4,1.0,Medium,Somewhat Sensitive,2,5,Medium,Tablet,Other,False,True,Impulsive,No Preference,10,other,195
40,Female,High,Widowed,High School,High,Mobile Accessories,306.17,4,In-Store,3,5,1.0,Medium,Somewhat Sensitive,0,6,Medium,Tablet,PayPal,False,True,Wants-based,Express,8,other,479
40,Female,High,Widowed,Master's,High,Electronics,370.38,11,In-Store,1,2,1.0,,Not Sensitive,1,1,High,Desktop,Other,True,True,Wants-based,No Preference,9,Can't lose,444
50,Male,Middle,Single,Bachelor's,Middle,Arts & Crafts,346.58,6,Mixed,5,1,1.0,High,Somewhat Sensitive,0,9,Low,Tablet,Other,False,False,Impulsive,Express,7,other,353
24,Male,Middle,Single,High School,Middle,Software & Apps,292.64,5,In-Store,1,1,1.0,,Somewhat Sensitive,2,10,Medium,Tablet,Credit Card,True,False,Wants-based,Standard,1,other,167
30,Female,Middle,Married,Bachelor's,High,Travel & Leisure (Flights,102.91,12,Mixed,2,1,1.0,Medium,Very Sensitive,1,10,,Desktop,PayPal,True,False,Impulsive,Express,13,At risk,422
32,Female,High,Widowed,Bachelor's,Middle,Home Appliances,283.78,4,Mixed,2,4,1.2,,Somewhat Sensitive,0,6,,Smartphone,Debit Card,True,False,Need-based,Express,10,other,286
48,Female,High,Widowed,High School,Middle,Beauty & Personal Care,51.44,2,In-Store,1,3,2.0,High,Not Sensitive,0,1,High,Tablet,Other,True,False,Planned,No Preference,5,other,370
44,Female,High,Married,Bachelor's,High,Luxury Goods,405.7,12,Online,1,3,1.0,Low,Very Sensitive,2,10,Low,Tablet,Credit Card,True,True,Wants-based,Standard,14,Can't lose,460
19,Female,High,Widowed,Master's,Middle,Groceries,311.74,11,Mixed,1,4,2.0,Low,Somewhat Sensitive,2,10,Medium,Smartphone,PayPal,True,False,Impulsive,Express,11,Can't lose,491
39,Male,Middle,Widowed,Bachelor's,High,Clothing,293.43,9,In-Store,4,4,1.0,Medium,Very Sensitive,0,5,,Desktop,Cash,False,True,Need-based,Standard,7,other,321
35,Female,High,Single,Bachelor's,Middle,Baby Products,418.51,6,Online,4,4,2.0,Low,Somewhat Sensitive,2,2,High,Desktop,Credit Card,False,True,Need-based,Standard,3,Can't lose,386
39,Male,Middle,Single,Master's,Middle,Health Care,85.03,9,In-Store,5,4,1.0,Medium,Not Sensitive,0,9,High,Smartphone,Credit Card,True,True,Wants-based,Express,8,other,228
31,Male,Middle,Married,Master's,High,Mobile Accessories,164.94,4,In-Store,4,4,2.0,High,Somewhat Sensitive,2,2,Low,Desktop,PayPal,True,True,Wants-based,Express,6,other,308
38,Female,High,Widowed,Bachelor's,Middle,Groceries,89.32,11,Online,1,1,0.3,Low,Somewhat Sensitive,1,3,High,Desktop,Other,True,False,Wants-based,No Preference,12,At risk,394
33,Male,Middle,Married,High School,High,Clothing,388.26,2,Mixed,3,1,1.0,High,Not Sensitive,0,7,,Smartphone,Credit Card,False,False,Planned,No Preference,5,other,415
33,Male,Middle,Divorced,Master's,Middle,Jewelry & Accessories,106.69,5,Online,3,4,1.3,Medium,Very Sensitive,2,10,,Desktop,PayPal,False,True,Wants-based,Standard,14,other,244
42,other,Middle,Married,Bachelor's,High,Packages),301.16,10,Online,4,3,2.0,,Very Sensitive,2,9,Medium,Tablet,Cash,False,False,Need-based,Standard,1,Solid customer,300
49,Male,Middle,Divorced,High School,High,Hotels,61.71,6,Mixed,2,5,1.0,Low,Very Sensitive,2,7,Low,Tablet,Cash,False,False,Impulsive,No Preference,12,other,231
46,other,Middle,Divorced,High School,High,Sports & Outdoors,83.33,11,In-Store,1,5,1.0,Medium,Very Sensitive,1,6,Low,Desktop,Debit Card,True,True,Planned,Express,1,At risk,450
42,Male,High,Single,Bachelor's,Middle,Books,411.81,4,Mixed,1,3,1.0,High,Somewhat Sensitive,1,1,High,Smartphone,Cash,True,True,Planned,Standard,1,At risk,409
44,Female,Middle,Married,Master's,High,Luxury Goods,114.93,3,In-Store,4,3,1.0,High,Somewhat Sensitive,0,4,,Desktop,Other,True,True,Impulsive,Standard,4,other,272
33,Female,High,Divorced,Master's,Middle,Jewelry & Accessories,438.42,11,Online,3,2,2.0,Medium,Very Sensitive,0,4,Low,Tablet,Cash,True,False,Planned,Express,4,Solid customer,254
36,Male,Middle,Widowed,Master's,Middle,Luxury Goods,189.97,2,In-Store,2,3,1.0,High,Somewhat Sensitive,0,3,Medium,Smartphone,Credit Card,True,False,Need-based,Standard,8,other,442
35,Male,High,Divorced,Master's,Middle,Health Supplements,227.03,12,Online,2,2,0.0,High,Very Sensitive,2,10,Low,Desktop,PayPal,True,True,Planned,Standard,2,other,319
26,Male,High,Divorced,Bachelor's,Middle,Home Appliances,278.49,4,Mixed,5,5,0.0,Low,Somewhat Sensitive,1,5,Low,Smartphone,Credit Card,True,True,Need-based,Express,8,other,256
43,Female,High,Widowed,Bachelor's,High,Animal Feed,120.56,5,Online,4,3,2.0,,Not Sensitive,2,7,Low,Tablet,Debit Card,False,False,Need-based,Express,7,other,353
25,Male,High,Divorced,Bachelor's,Middle,Gardening & Outdoors,320.94,11,Online,3,3,2.0,High,Not Sensitive,2,10,,Smartphone,Cash,False,False,Impulsive,No Preference,10,Solid customer,195
37,Female,High,Divorced,Master's,Middle,Jewelry & Accessories,217.72,3,In-Store,4,4,2.0,Medium,Not Sensitive,1,4,High,Tablet,Debit Card,False,True,Wants-based,No Preference,14,other,218
25,Male,High,Widowed,Bachelor's,Middle,Home Appliances,222.61,3,Online,1,2,1.0,Medium,Very Sensitive,1,1,,Desktop,PayPal,False,True,Need-based,Standard,3,other,323
40,Female,Middle,Divorced,High School,Middle,Beauty & Personal Care,102.73,3,Mixed,4,5,0.3,,Not Sensitive,2,5,,Tablet,Debit Card,False,False,Wants-based,Express,14,other,308
40,Female,Middle,Married,Bachelor's,High,Sports & Outdoors,426.87,2,In-Store,4,2,2.0,,Not Sensitive,0,4,Medium,Smartphone,Debit Card,False,False,Wants-based,No Preference,3,At risk,434
20,Female,Middle,Widowed,High School,Middle,Jewelry & Accessories,473.28,5,Online,5,5,1.0,Medium,Very Sensitive,1,9,,Smartphone,Cash,False,False,Need-based,Standard,13,other,164
39,Male,High,Widowed,Bachelor's,High,Jewelry & Accessories,446.03,9,In-Store,2,1,2.0,Low,Somewhat Sensitive,2,7,,Tablet,Other,True,True,Need-based,Express,12,Solid customer,330
19,Female,High,Single,Bachelor's,High,Arts & Crafts,287.95,3,Mixed,2,3,2.0,,Very Sensitive,2,7,High,Tablet,PayPal,True,True,Planned,Standard,11,other,191
31,Female,Middle,Widowed,Master's,High,Luxury Goods,132.52,6,Mixed,1,2,0.0,Medium,Somewhat Sensitive,2,10,Low,Smartphone,Debit Card,True,True,Impulsive,Express,12,other,153
36,Female,Middle,Married,Bachelor's,Middle,Sports & Outdoors,379.2,7,Online,5,1,0.0,Medium,Very Sensitive,2,2,High,Smartphone,Debit Card,True,True,Need-based,No Preference,7,other,359
31,other,Middle,Married,High School,High,Groceries,447.53,4,Online,2,1,2.0,High,Somewhat Sensitive,1,6,,Smartphone,PayPal,True,True,Wants-based,No Preference,3,other,221
45,Female,High,Divorced,Bachelor's,Middle,Office Supplies,138.44,4,Mixed,5,1,1.0,,Very Sensitive,1,2,,Smartphone,Cash,False,True,Wants-based,Express,1,other,455
45,other,Middle,Single,High School,Middle,Home Appliances,440.62,8,Mixed,2,2,2.0,,Very Sensitive,1,3,Medium,Tablet,Debit Card,True,True,Need-based,Express,6,Can't lose,476
23,Female,High,Divorced,Master's,High,Sports & Outdoors,145.98,4,In-Store,1,2,1.0,Low,Very Sensitive,2,5,High,Desktop,Other,False,False,Need-based,No Preference,1,other,248
28,Male,Middle,Married,High School,High,Software & Apps,405.66,11,Online,5,2,1.0,Medium,Somewhat Sensitive,1,3,High,Tablet,Cash,True,False,Impulsive,Express,11,Can't lose,390
26,Female,High,Single,High School,Middle,Clothing,419.98,7,In-Store,4,4,0.0,,Very Sensitive,0,10,Medium,Desktop,PayPal,True,True,Impulsive,No Preference,14,Can't lose,389
50,Female,Middle,Divorced,Master's,High,Arts & Crafts,260.14,5,Online,3,2,1.0,,Somewhat Sensitive,1,7,Low,Smartphone,Other,True,True,Need-based,Standard,7,other,263
36,Female,Middle,Widowed,Bachelor's,High,Arts & Crafts,368.91,10,In-Store,1,3,2.0,High,Not Sensitive,2,10,High,Desktop,Debit Card,False,False,Need-based,No Preference,7,Can't lose,427
32,Male,Middle,Widowed,Master's,Middle,Home Appliances,100.32,2,In-Store,5,1,1.0,Low,Very Sensitive,0,1,Medium,Tablet,Credit Card,False,True,Planned,Express,8,other,162
34,Male,High,Married,Master's,Middle,Food & Beverages,107.82,7,Mixed,5,3,2.0,High,Very Sensitive,2,10,Low,Smartphone,Credit Card,False,True,Wants-based,No Preference,2,other,169
50,Male,Middle,Married,High School,Middle,Baby Products,83.88,11,Online,4,2,1.0,Medium,Not Sensitive,0,6,Low,Desktop,Other,True,True,Planned,Express,4,At risk,453
24,Female,Middle,Widowed,Bachelor's,Middle,Travel & Leisure (Flights,81.25,9,Online,1,2,1.0,Low,Very Sensitive,2,8,Medium,Desktop,Cash,True,True,Planned,No Preference,10,other,363
49,Male,Middle,Widowed,Master's,High,Home Appliances,125.8,12,In-Store,4,4,2.0,,Somewhat Sensitive,0,8,High,Desktop,PayPal,False,True,Planned,No Preference,1,At risk,369
18,Female,Middle,Single,Bachelor's,Middle,Health Supplements,197.9,11,Mixed,2,4,2.0,Medium,Not Sensitive,1,4,Low,Desktop,Debit Card,True,True,Wants-based,Standard,5,other,415
44,Male,High,Divorced,High School,Middle,Travel & Leisure (Flights,299.09,8,In-Store,1,1,2.0,High,Very Sensitive,2,7,High,Tablet,Debit Card,False,False,Impulsive,Standard,14,other,332
41,Male,High,Married,High School,Middle,Travel & Leisure (Flights,79.3,10,Online,3,2,1.0,Low,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,False,False,Planned,No Preference,2,Regular,261
33,Male,High,Divorced,High School,High,Books,55.73,12,In-Store,4,3,0.3,Medium,Not Sensitive,1,3,High,Tablet,PayPal,False,True,Need-based,Express,3,At risk,368
46,Male,High,Single,Bachelor's,High,Software & Apps,256.44,8,In-Store,4,1,2.0,High,Somewhat Sensitive,1,6,Medium,Tablet,Other,False,False,Wants-based,Express,3,other,291
23,Female,High,Married,Bachelor's,High,Toys & Games,337.21,12,Online,1,5,1.0,Low,Somewhat Sensitive,0,9,,Smartphone,Debit Card,True,True,Planned,Express,11,Solid customer,210
35,Female,High,Single,Master's,Middle,Software & Apps,494.97,12,In-Store,5,4,2.0,Low,Not Sensitive,1,5,Low,Tablet,Debit Card,False,False,Planned,No Preference,7,Solid customer,279
31,Female,Middle,Widowed,High School,High,Arts & Crafts,238.58,6,Online,3,2,2.0,Medium,Very Sensitive,2,9,Medium,Tablet,PayPal,True,True,Wants-based,Standard,8,Regular,345
20,Female,High,Single,Bachelor's,High,Sports & Outdoors,131.9,8,Mixed,3,5,0.0,,Not Sensitive,2,4,Medium,Tablet,Credit Card,True,True,Planned,No Preference,4,other,202
49,Female,Middle,Married,Bachelor's,High,Food & Beverages,403.03,12,Mixed,1,5,1.0,Medium,Somewhat Sensitive,0,1,High,Tablet,Other,True,True,Wants-based,Standard,2,Solid customer,273
26,Female,High,Widowed,Bachelor's,High,Health Supplements,338.6,10,In-Store,1,3,2.0,Medium,Somewhat Sensitive,1,3,Medium,Desktop,Other,False,False,Planned,No Preference,9,Solid customer,271
36,Male,Middle,Widowed,High School,High,Furniture,365.38,11,Online,1,4,0.0,High,Somewhat Sensitive,0,9,Medium,Desktop,Cash,False,False,Wants-based,Express,14,Solid customer,294
21,Male,Middle,Married,High School,High,Sports & Outdoors,433.99,11,Mixed,3,2,1.0,High,Not Sensitive,0,2,,Desktop,Credit Card,False,False,Need-based,No Preference,8,Can't lose,468
35,Female,Middle,Widowed,High School,Middle,Health Care,495.95,5,In-Store,4,2,0.0,High,Very Sensitive,1,7,,Smartphone,Other,False,False,Planned,No Preference,6,other,407
41,Male,High,Married,High School,Middle,Baby Products,356.22,7,In-Store,2,5,0.0,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,False,True,Planned,Express,6,other,346
22,other,High,Single,High School,Middle,Health Supplements,156.4,7,In-Store,4,5,2.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Credit Card,False,True,Need-based,Standard,4,other,196
42,Male,Middle,Single,Master's,Middle,Sports & Outdoors,454.36,3,In-Store,4,5,1.0,Low,Very Sensitive,1,8,Medium,Tablet,Cash,True,False,Planned,No Preference,12,Regular,248
50,Male,High,Single,Bachelor's,High,Software & Apps,486.07,11,Mixed,5,1,0.0,Medium,Somewhat Sensitive,2,6,,Tablet,Credit Card,False,False,Planned,Standard,12,Can't lose,492
30,Female,High,Divorced,High School,Middle,Packages),427.86,11,Mixed,4,3,1.0,Medium,Not Sensitive,0,6,Medium,Desktop,Debit Card,True,True,Need-based,Express,8,Can't lose,445
49,Female,High,Divorced,Master's,High,Beauty & Personal Care,235.13,10,Online,5,4,1.0,Medium,Very Sensitive,2,3,,Smartphone,Other,True,False,Planned,No Preference,6,Can't lose,419
40,Female,Middle,Divorced,Bachelor's,Middle,Groceries,361.27,4,Online,3,3,1.0,,Not Sensitive,0,5,High,Tablet,Credit Card,True,False,Need-based,Standard,2,Regular,249
38,Female,Middle,Single,Bachelor's,Middle,Furniture,195.83,10,Mixed,1,2,2.0,,Not Sensitive,1,7,High,Desktop,Debit Card,True,False,Need-based,No Preference,13,other,483
21,Male,High,Married,Master's,High,Sports & Outdoors,340.31,10,Online,5,1,1.0,Low,Somewhat Sensitive,0,5,Low,Desktop,Other,False,True,Impulsive,No Preference,14,Solid customer,246
40,Male,High,Divorced,Master's,High,Animal Feed,489.67,5,Mixed,5,5,1.0,,Very Sensitive,1,5,Medium,Tablet,Debit Card,False,False,Wants-based,Standard,11,other,152
26,Male,High,Divorced,Master's,Middle,Mobile Accessories,482.5,11,Mixed,1,1,1.0,,Very Sensitive,2,1,,Smartphone,Cash,True,True,Need-based,No Preference,13,Solid customer,236
32,Female,Middle,Married,Master's,Middle,Jewelry & Accessories,433.14,10,In-Store,3,1,2.0,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,False,False,Impulsive,No Preference,5,Solid customer,317
47,Female,Middle,Widowed,High School,High,Jewelry & Accessories,375.7,6,Online,3,1,2.0,Low,Very Sensitive,2,10,Medium,Tablet,Other,True,False,Wants-based,No Preference,10,other,237
21,Male,Middle,Single,Master's,Middle,Travel & Leisure (Flights,381.3,12,Online,2,1,1.0,High,Very Sensitive,0,4,Low,Desktop,Credit Card,False,False,Planned,Express,7,Can't lose,499
34,Male,High,Widowed,High School,High,Electronics,210.21,4,Mixed,4,1,2.0,High,Very Sensitive,0,10,High,Desktop,PayPal,False,True,Need-based,No Preference,14,other,321
29,Male,Middle,Widowed,Master's,High,Health Supplements,408.81,8,Mixed,5,4,2.0,Low,Very Sensitive,1,3,Medium,Desktop,Debit Card,False,True,Wants-based,Express,12,Solid customer,310
20,Female,Middle,Divorced,Bachelor's,High,Jewelry & Accessories,118.65,10,Mixed,1,3,0.0,Low,Very Sensitive,0,2,Low,Smartphone,Credit Card,True,True,Impulsive,Standard,13,At risk,499
50,Male,High,Divorced,Bachelor's,Middle,Software & Apps,166.45,7,Mixed,5,2,2.0,Low,Very Sensitive,2,1,High,Smartphone,Cash,True,False,Planned,Express,12,other,282
29,Female,Middle,Divorced,Master's,High,Travel & Leisure (Flights,385.32,10,Online,1,1,1.0,Low,Very Sensitive,0,1,Medium,Smartphone,PayPal,True,True,Impulsive,Standard,9,Solid customer,259
25,other,Middle,Married,Bachelor's,High,Mobile Accessories,293.99,10,Mixed,3,4,0.0,,Somewhat Sensitive,2,7,,Tablet,Credit Card,False,True,Wants-based,No Preference,5,Solid customer,235
37,Male,Middle,Widowed,High School,Middle,Toys & Games,161.41,9,Mixed,1,4,0.0,Low,Very Sensitive,1,8,High,Desktop,PayPal,True,False,Impulsive,Standard,3,At risk,410
39,Male,Middle,Single,Master's,Middle,Groceries,130.92,2,Online,1,2,1.0,High,Very Sensitive,2,2,,Tablet,Cash,True,True,Impulsive,No Preference,9,other,155
48,Female,Middle,Divorced,Bachelor's,High,Toys & Games,468.6,4,Mixed,3,4,2.0,Medium,Somewhat Sensitive,0,6,,Desktop,PayPal,False,True,Need-based,No Preference,2,other,342
47,Male,High,Divorced,Bachelor's,Middle,Toys & Games,237.57,5,Online,3,3,0.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Cash,True,True,Need-based,No Preference,11,other,392
50,Female,Middle,Divorced,High School,High,Furniture,395.18,5,In-Store,2,2,1.0,,Not Sensitive,0,5,High,Smartphone,Other,True,True,Need-based,Standard,6,Regular,306
42,other,High,Married,High School,Middle,Electronics,427.94,12,Mixed,5,4,1.3,High,Not Sensitive,1,2,,Smartphone,Other,False,False,Impulsive,No Preference,10,Can't lose,419
28,Female,High,Single,Bachelor's,High,Hotels,81.23,9,Mixed,2,5,2.0,High,Not Sensitive,1,10,Medium,Tablet,Cash,False,True,Wants-based,Standard,6,other,422
23,Male,Middle,Single,High School,Middle,Hotels,257.43,5,Online,4,2,0.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Other,True,True,Need-based,Standard,13,other,403
42,Male,High,Divorced,High School,High,Arts & Crafts,305.73,7,Mixed,2,5,1.0,Medium,Not Sensitive,2,8,Medium,Tablet,Cash,True,False,Planned,Express,14,Regular,159
32,Male,High,Single,Bachelor's,High,Toys & Games,249.82,10,In-Store,5,3,1.0,High,Not Sensitive,2,6,Medium,Tablet,PayPal,True,False,Wants-based,No Preference,10,Solid customer,283
33,Male,Middle,Divorced,Bachelor's,High,Animal Feed,332.79,11,Online,3,5,2.0,,Not Sensitive,2,1,High,Tablet,PayPal,False,False,Wants-based,No Preference,4,Solid customer,266
32,Male,High,Single,Bachelor's,Middle,Arts & Crafts,78.9,3,In-Store,4,1,1.0,Low,Not Sensitive,0,1,Medium,Tablet,Debit Card,False,True,Planned,Standard,10,other,257
29,Male,High,Widowed,High School,High,Health Care,122.55,9,Mixed,2,4,0.3,Low,Not Sensitive,2,3,Medium,Desktop,Credit Card,False,False,Impulsive,Express,4,other,328
25,other,High,Divorced,Bachelor's,Middle,Mobile Accessories,307.61,6,Mixed,1,1,0.0,Low,Somewhat Sensitive,0,9,Medium,Smartphone,PayPal,True,True,Need-based,No Preference,10,Regular,252
41,Female,High,Divorced,Bachelor's,Middle,Software & Apps,152.33,2,In-Store,1,5,1.0,,Not Sensitive,1,6,High,Smartphone,Debit Card,False,True,Impulsive,No Preference,8,other,489
24,Female,Middle,Divorced,Bachelor's,High,Mobile Accessories,465.07,8,Online,2,4,0.0,Medium,Not Sensitive,1,2,High,Desktop,Cash,False,False,Wants-based,No Preference,8,Can't lose,446
32,Female,High,Single,Master's,Middle,Sports & Outdoors,498.23,10,Online,5,2,0.0,,Very Sensitive,0,7,Medium,Smartphone,Other,True,False,Planned,No Preference,9,Can't lose,500
41,Female,Middle,Widowed,High School,Middle,Luxury Goods,491.18,3,Mixed,4,4,1.0,High,Very Sensitive,0,6,,Smartphone,Cash,False,False,Impulsive,No Preference,14,Regular,268
18,Male,Middle,Divorced,Bachelor's,Middle,Health Care,149.42,3,Mixed,1,1,2.0,Medium,Very Sensitive,0,6,,Desktop,Cash,True,False,Wants-based,Express,5,other,505
25,Male,Middle,Single,Master's,Middle,Furniture,82.13,9,Online,5,1,0.0,Medium,Somewhat Sensitive,2,6,High,Tablet,Debit Card,True,True,Need-based,Express,6,other,408
49,Male,Middle,Divorced,Bachelor's,High,Sports & Outdoors,425.18,4,Mixed,2,1,0.0,Medium,Very Sensitive,1,8,Medium,Tablet,PayPal,True,False,Wants-based,Standard,10,other,429
39,Male,High,Married,Master's,Middle,Arts & Crafts,176.12,8,Online,2,3,1.2,Medium,Somewhat Sensitive,1,10,Low,Desktop,Credit Card,True,True,Impulsive,Standard,14,Regular,341
47,Female,High,Single,High School,Middle,Jewelry & Accessories,70.3,6,Online,3,5,0.0,,Very Sensitive,1,8,Medium,Desktop,Cash,True,True,Need-based,Standard,3,other,445
43,Male,Middle,Married,Bachelor's,Middle,Luxury Goods,319.39,7,Mixed,4,5,0.0,,Very Sensitive,1,10,High,Desktop,Credit Card,False,True,Planned,Standard,3,Regular,186
38,Female,High,Widowed,High School,High,Home Appliances,113.51,11,Mixed,4,1,1.0,High,Not Sensitive,2,2,Low,Desktop,Credit Card,True,True,Planned,Express,8,At risk,463
40,Female,High,Single,Bachelor's,Middle,Animal Feed,492.74,2,Mixed,1,5,2.0,Low,Very Sensitive,1,3,High,Tablet,Other,True,False,Need-based,Express,13,At risk,448
33,Male,Middle,Divorced,Master's,Middle,Furniture,143.8,9,In-Store,2,2,2.0,Low,Somewhat Sensitive,0,7,,Tablet,Debit Card,True,False,Wants-based,No Preference,11,At risk,455
18,other,Middle,Widowed,Bachelor's,Middle,Arts & Crafts,158.54,5,Online,2,1,1.0,Low,Not Sensitive,2,7,High,Smartphone,Debit Card,False,False,Planned,Express,5,other,417
39,Female,High,Married,Bachelor's,High,Furniture,213.39,6,Online,3,4,2.0,Medium,Not Sensitive,2,5,Medium,Desktop,Cash,False,True,Planned,Standard,4,other,207
31,Male,Middle,Divorced,Bachelor's,High,Health Supplements,127.18,2,In-Store,5,5,1.0,Medium,Somewhat Sensitive,0,2,Medium,Desktop,Debit Card,False,False,Planned,Standard,4,other,152
27,Male,Middle,Divorced,Master's,High,Luxury Goods,476.63,9,In-Store,3,5,2.0,Medium,Not Sensitive,2,2,,Desktop,Debit Card,True,False,Impulsive,No Preference,1,Solid customer,184
31,Female,High,Single,Bachelor's,Middle,Animal Feed,56.02,3,Online,5,3,1.0,,Very Sensitive,1,6,High,Desktop,PayPal,False,True,Need-based,Standard,12,other,251
36,Female,High,Widowed,Bachelor's,Middle,Electronics,398.97,3,Online,2,3,1.0,High,Not Sensitive,2,3,High,Tablet,Debit Card,False,False,Impulsive,No Preference,9,other,238
27,Female,Middle,Divorced,High School,Middle,Groceries,53.45,6,Mixed,2,3,1.0,High,Somewhat Sensitive,1,9,High,Tablet,Debit Card,False,False,Need-based,Standard,11,other,312
